CORRESPONDING SHOT,EVENT_ID,MOMENT_NUMBER,MOMENT_DATA
133,94,255,"[1, 1445992076224, 157.76, 13.19, None, [[-1, -1, 66.12878, 41.60837, 3.66662], [1610612737, 200794, 61.27654, 25.60733, 0.0], [1610612737, 200757, 90.4041, 47.26964, 0.0], [1610612737, 201168, 81.97608, 14.85887, 0.0], [1610612737, 203934, 86.58707, 1.84579, 0.0], [1610612737, 203471, 67.01662, 42.89137, 0.0], [1610612765, 202704, 87.6854, 37.85453, 0.0], [1610612765, 202694, 75.23556, 36.80094, 0.0], [1610612765, 203484, 81.25088, 13.729330000000001, 0.0], [1610612765, 203083, 83.92261, 19.76268, 0.0], [1610612765, 1626169, 69.81734, 28.31434, 0.0]]]"
133,94,294,"[1, 1445992077785, 156.19, 11.74, None, [[-1, -1, 60.76591, 42.40352, 2.43209], [1610612737, 200794, 58.95006, 20.97774, 0.0], [1610612737, 200757, 89.8394, 47.43064, 0.0], [1610612737, 201168, 83.61618, 14.17274, 0.0], [1610612737, 203934, 84.24204, 1.46488, 0.0], [1610612737, 203471, 59.70327, 43.47193, 0.0], [1610612765, 202704, 87.74589, 38.26329, 0.0], [1610612765, 202694, 70.91203, 36.52538, 0.0], [1610612765, 203484, 83.96241, 10.71128, 0.0], [1610612765, 203083, 83.5473, 18.22374, 0.0], [1610612765, 1626169, 67.49736, 24.78718, 0.0]]]"
133,94,403,"[1, 1445992082144, 151.83, 7.68, None, [[-1, -1, 87.32951, 26.27709, 9.03604], [1610612737, 200794, 59.41375, 18.6846, 0.0], [1610612737, 200757, 87.7698, 46.56507, 0.0], [1610612737, 201168, 87.35284, 21.9285, 0.0], [1610612737, 203934, 86.35765, 2.28803, 0.0], [1610612737, 203471, 95.45747, 24.8404, 0.0], [1610612765, 202704, 87.18493, 36.09357, 0.0], [1610612765, 202694, 91.34513, 28.9153, 0.0], [1610612765, 203484, 88.0976, 18.6876, 0.0], [1610612765, 203083, 87.93058, 26.92486, 0.0], [1610612765, 1626169, 74.51427, 20.86606, 0.0]]]"
133,94,448,"[1, 1445992083944, 150.02, 6.01, None, [[-1, -1, 69.33196, 37.73654, 3.45007], [1610612737, 200794, 58.54042, 21.35466, 0.0], [1610612737, 200757, 69.378, 38.44774, 0.0], [1610612737, 201168, 82.06154, 32.72772, 0.0], [1610612737, 203934, 82.00466, 4.67325, 0.0], [1610612737, 203471, 93.71464, 21.83474, 0.0], [1610612765, 202704, 77.0644, 34.15726, 0.0], [1610612765, 202694, 91.59729, 25.74068, 0.0], [1610612765, 203484, 84.09159, 19.35481, 0.0], [1610612765, 203083, 86.09393, 28.62762, 0.0], [1610612765, 1626169, 76.32595, 24.67738, 0.0]]]"
133,94,451,"[1, 1445992084064, 149.9, 5.9, None, [[-1, -1, 68.42394, 37.0309, 3.39186], [1610612737, 200794, 59.07126, 21.08561, 0.0], [1610612737, 200757, 68.61693, 37.88907, 0.0], [1610612737, 201168, 81.65245, 33.43924, 0.0], [1610612737, 203934, 81.96991, 4.45077, 0.0], [1610612737, 203471, 93.20947, 21.7405, 0.0], [1610612765, 202704, 75.83945, 34.11937, 0.0], [1610612765, 202694, 91.25599, 25.27689, 0.0], [1610612765, 203484, 83.64593, 18.937170000000002, 0.0], [1610612765, 203083, 85.87198, 28.62244, 0.0], [1610612765, 1626169, 75.13913, 24.59615, 0.0]]]"
133,94,490,"[1, 1445992085624, 148.34, 4.45, None, [[-1, -1, 75.00692, 16.20815, 4.1336], [1610612737, 200794, 73.3366, 16.53361, 0.0], [1610612737, 200757, 67.6395, 38.27818, 0.0], [1610612737, 201168, 80.1794, 34.89046, 0.0], [1610612737, 203934, 79.5747, 2.35639, 0.0], [1610612737, 203471, 88.36045, 17.91146, 0.0], [1610612765, 202704, 72.52048, 33.64792, 0.0], [1610612765, 202694, 87.26839, 21.07947, 0.0], [1610612765, 203484, 80.20184, 15.21989, 0.0], [1610612765, 203083, 85.60505, 28.61396, 0.0], [1610612765, 1626169, 70.96632, 17.64226, 0.0]]]"
133,94,568,"[1, 1445992088744, 145.21, 24.0, None, [[-1, -1, 80.98883000000001, 25.90699, 8.26962], [1610612737, 200794, 86.54755, 26.2825, 0.0], [1610612737, 200757, 56.26341, 34.73633, 0.0], [1610612737, 201168, 85.18497, 28.65056, 0.0], [1610612737, 203934, 58.5492, 8.43097, 0.0], [1610612737, 203471, 84.17401, 19.81643, 0.0], [1610612765, 202704, 86.23833, 32.94404, 0.0], [1610612765, 202694, 89.08547, 22.5921, 0.0], [1610612765, 203484, 61.32867, 10.96518, 0.0], [1610612765, 203083, 84.48778, 26.38153, 0.0], [1610612765, 1626169, 83.98062, 21.13813, 0.0]]]"
133,94,600,"[1, 1445992090023, 143.93, 23.29, None, [[-1, -1, 74.39627, 23.29459, 3.62276], [1610612737, 200794, 78.9736, 19.97603, 0.0], [1610612737, 200757, 49.07553, 32.46176, 0.0], [1610612737, 201168, 77.05244, 29.5043, 0.0], [1610612737, 203934, 42.96485, 11.84723, 0.0], [1610612737, 203471, 75.22346, 20.76172, 0.0], [1610612765, 202704, 82.33751, 34.8004, 0.0], [1610612765, 202694, 84.19512, 19.04729, 0.0], [1610612765, 203484, 61.4103, 14.38736, 0.0], [1610612765, 203083, 80.86127, 27.39233, 0.0], [1610612765, 1626169, 71.56554, 25.17908, 0.0]]]"
133,94,712,"[1, 1445992094504, 139.44, 19.12, None, [[-1, -1, 53.69311, 18.04073, 2.0276], [1610612737, 200794, 86.71388, 5.40963, 0.0], [1610612737, 200757, 66.16547, 44.15743, 0.0], [1610612737, 201168, 80.04217, 16.68767, 0.0], [1610612737, 203934, 66.94711, 4.13392, 0.0], [1610612737, 203471, 52.99644, 19.08937, 0.0], [1610612765, 202704, 73.52879, 35.96804, 0.0], [1610612765, 202694, 85.2994, 11.49758, 0.0], [1610612765, 203484, 59.54176, 20.37258, 0.0], [1610612765, 203083, 82.75574, 20.67787, 0.0], [1610612765, 1626169, 73.40711, 9.9119, 0.0]]]"
133,94,716,"[1, 1445992094664, 139.28, 18.97, None, [[-1, -1, 53.4181, 18.34316, 1.32724], [1610612737, 200794, 86.65989, 5.93165, 0.0], [1610612737, 200757, 67.0006, 44.37689, 0.0], [1610612737, 201168, 79.15498, 16.65346, 0.0], [1610612737, 203934, 68.15955, 3.86461, 0.0], [1610612737, 203471, 52.76183, 19.03008, 0.0], [1610612765, 202704, 73.88156, 35.99472, 0.0], [1610612765, 202694, 85.49227, 11.56591, 0.0], [1610612765, 203484, 59.54187, 20.37939, 0.0], [1610612765, 203083, 82.75477, 20.54133, 0.0], [1610612765, 1626169, 74.03248, 9.48321, 0.0]]]"
133,94,737,"[1, 1445992095504, 138.44, 18.19, None, [[-1, -1, 52.85987, 20.67299, 2.21841], [1610612737, 200794, 85.36963, 8.9767, 0.0], [1610612737, 200757, 71.44643, 46.27748, 0.0], [1610612737, 201168, 72.4602, 17.83396, 0.0], [1610612737, 203934, 73.91808, 2.87125, 0.0], [1610612737, 203471, 52.09514, 19.92593, 0.0], [1610612765, 202704, 76.26008, 36.27567, 0.0], [1610612765, 202694, 85.82842, 12.88599, 0.0], [1610612765, 203484, 59.31533, 20.79894, 0.0], [1610612765, 203083, 80.10401, 19.59865, 0.0], [1610612765, 1626169, 77.32219, 7.5128, 0.0]]]"
133,94,738,"[1, 1445992095544, 138.4, 18.15, None, [[-1, -1, 52.80101, 20.81697, 2.53216], [1610612737, 200794, 85.32226, 9.13369, 0.0], [1610612737, 200757, 71.65163, 46.31444, 0.0], [1610612737, 201168, 72.10359, 17.95713, 0.0], [1610612737, 203934, 74.17558, 2.82794, 0.0], [1610612737, 203471, 52.09146, 19.98932, 0.0], [1610612765, 202704, 76.37986, 36.28151, 0.0], [1610612765, 202694, 85.80529, 12.97014, 0.0], [1610612765, 203484, 59.25538, 20.85003, 0.0], [1610612765, 203083, 79.91839, 19.56106, 0.0], [1610612765, 1626169, 77.5034, 7.43237, 0.0]]]"
133,94,767,"[1, 1445992096704, 137.24, 17.08, None, [[-1, -1, 51.24874, 18.67389, 3.75904], [1610612737, 200794, 85.68204, 11.91236, 0.0], [1610612737, 200757, 77.32952, 47.41256, 0.0], [1610612737, 201168, 63.00977, 21.19361, 0.0], [1610612737, 203934, 82.37802, 4.2894, 0.0], [1610612737, 203471, 52.34855, 18.98036, 0.0], [1610612765, 202704, 79.55455, 35.22214, 0.0], [1610612765, 202694, 84.0009, 14.81072, 0.0], [1610612765, 203484, 55.14442, 19.73523, 0.0], [1610612765, 203083, 74.73912, 19.61699, 0.0], [1610612765, 1626169, 82.46708, 5.84091, 0.0]]]"
133,94,771,"[1, 1445992096864, 137.08, 16.93, None, [[-1, -1, 51.5673, 18.18663, 3.66721], [1610612737, 200794, 86.08518, 11.87717, 0.0], [1610612737, 200757, 78.03231, 47.56214, 0.0], [1610612737, 201168, 62.02568, 21.39142, 0.0], [1610612737, 203934, 83.25769, 5.1934000000000005, 0.0], [1610612737, 203471, 52.56417, 18.69441, 0.0], [1610612765, 202704, 79.93156, 35.03292, 0.0], [1610612765, 202694, 83.90849, 15.06916, 0.0], [1610612765, 203484, 54.70887, 19.27966, 0.0], [1610612765, 203083, 74.40547, 19.73694, 0.0], [1610612765, 1626169, 83.23038, 5.82042, 0.0]]]"
133,94,886,"[1, 1445992101464, 132.47, 12.65, None, [[-1, -1, 89.93632, 6.65129, 10.2427], [1610612737, 200794, 89.85137, 2.4423, 0.0], [1610612737, 200757, 67.07465, 37.74444, 0.0], [1610612737, 201168, 82.78175, 17.93457, 0.0], [1610612737, 203934, 88.78974, 36.81951, 0.0], [1610612737, 203471, 71.00931, 17.72758, 0.0], [1610612765, 202704, 82.86436, 31.02553, 0.0], [1610612765, 202694, 88.14952, 7.25673, 0.0], [1610612765, 203484, 77.20533, 14.71214, 0.0], [1610612765, 203083, 83.84819, 22.16426, 0.0], [1610612765, 1626169, 88.53307, 31.87792, 0.0]]]"
133,94,906,"[1, 1445992102264, 131.67, 11.91, None, [[-1, -1, 89.83739, 19.84658, 13.77852], [1610612737, 200794, 87.82235, 4.29045, 0.0], [1610612737, 200757, 64.34104, 34.23666, 0.0], [1610612737, 201168, 85.95157, 20.02124, 0.0], [1610612737, 203934, 86.70274, 39.72366, 0.0], [1610612737, 203471, 67.41453, 18.0081, 0.0], [1610612765, 202704, 84.47211, 29.82493, 0.0], [1610612765, 202694, 87.60475, 4.13673, 0.0], [1610612765, 203484, 80.69681, 17.02679, 0.0], [1610612765, 203083, 86.03402, 20.65551, 0.0], [1610612765, 1626169, 88.32607, 32.77094, 0.0]]]"
133,94,960,"[1, 1445992104423, 129.5, 23.22, None, [[-1, -1, 70.96827, 27.13677, 1.6789800000000001], [1610612737, 200794, 65.07104, 6.47131, 0.0], [1610612737, 200757, 46.76751, 29.29653, 0.0], [1610612737, 201168, 75.30427, 16.58103, 0.0], [1610612737, 203934, 63.38028, 33.06442, 0.0], [1610612737, 203471, 58.13687, 22.20267, 0.0], [1610612765, 202704, 72.22557, 30.52532, 0.0], [1610612765, 202694, 61.10548, 8.62647, 0.0], [1610612765, 203484, 70.60079, 26.33942, 0.0], [1610612765, 203083, 80.61967, 21.14326, 0.0], [1610612765, 1626169, 72.09873, 39.65557, 0.0]]]"
133,94,1012,"[1, 1445992106503, 127.42, 21.04, None, [[-1, -1, 46.77284, 35.09874, 1.28269], [1610612737, 200794, 25.67303, 16.20667, 0.0], [1610612737, 200757, 25.13434, 27.25076, 0.0], [1610612737, 201168, 48.77275, 18.65119, 0.0], [1610612737, 203934, 32.53625, 41.43962, 0.0], [1610612737, 203471, 39.0867, 29.98392, 0.0], [1610612765, 202704, 47.7629, 34.00365, 0.0], [1610612765, 202694, 23.11307, 11.79088, 0.0], [1610612765, 203484, 52.23418, 20.87172, 0.0], [1610612765, 203083, 60.18507, 23.51227, 0.0], [1610612765, 1626169, 41.92088, 48.31779, 0.0]]]"
133,94,1019,"[1, 1445992106783, 127.14, 20.75, None, [[-1, -1, 44.44976, 35.31549, 3.75138], [1610612737, 200794, 21.82813, 16.93869, 0.0], [1610612737, 200757, 23.58018, 26.35527, 0.0], [1610612737, 201168, 45.22364, 18.91662, 0.0], [1610612737, 203934, 29.32173, 42.46113, 0.0], [1610612737, 203471, 36.10587, 30.76757, 0.0], [1610612765, 202704, 44.62114, 34.23618, 0.0], [1610612765, 202694, 19.48285, 12.34507, 0.0], [1610612765, 203484, 49.42337, 18.49743, 0.0], [1610612765, 203083, 56.72586, 23.81693, 0.0], [1610612765, 1626169, 38.19562, 48.92634, 0.0]]]"
133,94,1031,"[1, 1445992107263, 126.66, 20.24, None, [[-1, -1, 39.77561, 35.89532, 1.23073], [1610612737, 200794, 16.64168, 18.0958, 0.0], [1610612737, 200757, 21.33259, 24.61578, 0.0], [1610612737, 201168, 39.39107, 19.2997, 0.0], [1610612737, 203934, 24.67535, 43.20813, 0.0], [1610612737, 203471, 31.62996, 31.617, 0.0], [1610612765, 202704, 40.30476, 34.53161, 0.0], [1610612765, 202694, 14.73949, 13.20211, 0.0], [1610612765, 203484, 44.48462, 14.55496, 0.0], [1610612765, 203083, 50.68217, 24.09899, 0.0], [1610612765, 1626169, 32.15815, 48.63168, 0.0]]]"
134,96,10,"[1, 1445992066425, 167.58, 23.5, None, [[-1, -1, 11.671990000000001, 19.07749, 2.77855], [1610612737, 200794, 12.606300000000001, 30.55916, 0.0], [1610612737, 200757, 49.08552, 47.16696, 0.0], [1610612737, 201168, 24.983, 19.77591, 0.0], [1610612737, 203934, 10.61374, 17.88031, 0.0], [1610612737, 203471, 12.42147, 38.94389, 0.0], [1610612765, 202704, 49.23717, 29.5301, 0.0], [1610612765, 202694, 23.67457, 44.53973, 0.0], [1610612765, 203484, 36.54322, 10.61162, 0.0], [1610612765, 203083, 29.16665, 19.10541, 0.0], [1610612765, 1626169, 36.80723, 16.59157, 0.0]]]"
134,96,33,"[1, 1445992067345, 166.65, 22.49, None, [[-1, -1, 26.03291, 11.50317, 4.49961], [1610612737, 200794, 22.15961, 30.52796, 0.0], [1610612737, 200757, 64.11962, 45.14508, 0.0], [1610612737, 201168, 37.1872, 16.34698, 0.0], [1610612737, 203934, 24.69139, 11.65364, 0.0], [1610612737, 203471, 21.01025, 43.86121, 0.0], [1610612765, 202704, 62.02386, 32.7482, 0.0], [1610612765, 202694, 34.49794, 41.18994, 0.0], [1610612765, 203484, 49.31115, 13.02014, 0.0], [1610612765, 203083, 42.57412, 19.92343, 0.0], [1610612765, 1626169, 52.12245, 17.18659, 0.0]]]"
134,96,180,"[1, 1445992073224, 160.76, 16.06, None, [[-1, -1, 65.97266, 37.62252, 2.36029], [1610612737, 200794, 64.50984, 28.79683, 0.0], [1610612737, 200757, 88.54586, 47.069, 0.0], [1610612737, 201168, 80.482, 13.88162, 0.0], [1610612737, 203934, 68.19923, 14.44675, 0.0], [1610612737, 203471, 65.2969, 38.12038, 0.0], [1610612765, 202704, 85.76639, 37.07108, 0.0], [1610612765, 202694, 73.20278, 31.54956, 0.0], [1610612765, 203484, 73.40487, 21.9132, 0.0], [1610612765, 203083, 83.7664, 18.2884, 0.0], [1610612765, 1626169, 68.91124, 28.87935, 0.0]]]"
134,96,216,"[1, 1445992074664, 159.32, 14.64, None, [[-1, -1, 73.34861, 38.58934, 3.11819], [1610612737, 200794, 64.33113, 27.65678, 0.0], [1610612737, 200757, 88.98563, 46.73046, 0.0], [1610612737, 201168, 81.86701, 16.93065, 0.0], [1610612737, 203934, 76.16167, 5.07358, 0.0], [1610612737, 203471, 74.0139, 39.58699, 0.0], [1610612765, 202704, 86.12296, 37.56438, 0.0], [1610612765, 202694, 78.109, 34.64648, 0.0], [1610612765, 203484, 71.79793, 17.58796, 0.0], [1610612765, 203083, 84.79343, 19.41383, 0.0], [1610612765, 1626169, 71.01901, 27.97421, 0.0]]]"
134,96,242,"[1, 1445992075704, 158.28, 13.67, None, [[-1, -1, 69.63609, 40.94089, 2.3699], [1610612737, 200794, 62.48634, 27.06129, 0.0], [1610612737, 200757, 90.16685, 46.52052, 0.0], [1610612737, 201168, 82.27175, 16.41016, 0.0], [1610612737, 203934, 86.29726, 2.2693, 0.0], [1610612737, 203471, 69.89523, 42.1494, 0.0], [1610612765, 202704, 87.25097, 37.65795, 0.0], [1610612765, 202694, 76.85635, 36.12492, 0.0], [1610612765, 203484, 78.78485, 14.91516, 0.0], [1610612765, 203083, 84.54092, 20.7038, 0.0], [1610612765, 1626169, 70.06718, 28.01272, 0.0]]]"
134,96,245,"[1, 1445992075824, 158.16, 13.56, None, [[-1, -1, 68.42777, 41.34988, 0.43602], [1610612737, 200794, 62.27815, 26.74546, 0.0], [1610612737, 200757, 90.18907, 46.71158, 0.0], [1610612737, 201168, 82.19044, 16.20751, 0.0], [1610612737, 203934, 86.56819, 2.03982, 0.0], [1610612737, 203471, 69.24491, 42.37728, 0.0], [1610612765, 202704, 87.42174, 37.77834, 0.0], [1610612765, 202694, 76.50195, 36.28905, 0.0], [1610612765, 203484, 79.48631, 14.6746, 0.0], [1610612765, 203083, 84.39173, 20.64678, 0.0], [1610612765, 1626169, 70.0738, 28.25046, 0.0]]]"
134,96,289,"[1, 1445992077585, 156.39, 11.92, None, [[-1, -1, 60.95469, 41.82655, 0.85945], [1610612737, 200794, 59.26603, 21.5568, 0.0], [1610612737, 200757, 89.80137, 47.4201, 0.0], [1610612737, 201168, 83.33607, 14.47967, 0.0], [1610612737, 203934, 85.13316, 1.47104, 0.0], [1610612737, 203471, 60.28519, 43.46211, 0.0], [1610612765, 202704, 87.75027, 38.14782, 0.0], [1610612765, 202694, 71.06884, 36.64273, 0.0], [1610612765, 203484, 83.80202, 10.84202, 0.0], [1610612765, 203083, 83.30931, 18.49015, 0.0], [1610612765, 1626169, 67.51372, 25.350740000000002, 0.0]]]"
134,96,337,"[1, 1445992079505, 154.47, 10.14, None, [[-1, -1, 63.27183, 38.82385, 1.7786400000000002], [1610612737, 200794, 58.24822, 16.47652, 0.0], [1610612737, 200757, 89.76997, 47.40533, 0.0], [1610612737, 201168, 88.98822, 10.79724, 0.0], [1610612737, 203934, 80.18698, 1.95937, 0.0], [1610612737, 203471, 61.98975, 40.05305, 0.0], [1610612765, 202704, 87.80631, 38.30726, 0.0], [1610612765, 202694, 70.9779, 35.79979, 0.0], [1610612765, 203484, 81.92092, 12.07098, 0.0], [1610612765, 203083, 85.91059, 17.71346, 0.0], [1610612765, 1626169, 69.5654, 24.22, 0.0]]]"
134,96,391,"[1, 1445992081664, 152.31, 8.13, None, [[-1, -1, 89.12141, 27.71446, 10.21549], [1610612737, 200794, 61.01577, 18.08547, 0.0], [1610612737, 200757, 89.61418, 47.2656, 0.0], [1610612737, 201168, 88.34884, 17.48227, 0.0], [1610612737, 203934, 84.97333, 1.9133300000000002, 0.0], [1610612737, 203471, 90.07599, 27.81141, 0.0], [1610612765, 202704, 87.27767, 36.69082, 0.0], [1610612765, 202694, 87.38054, 29.5782, 0.0], [1610612765, 203484, 86.55987, 16.91622, 0.0], [1610612765, 203083, 87.77445, 25.43135, 0.0], [1610612765, 1626169, 72.78642, 21.82723, 0.0]]]"
134,96,414,"[1, 1445992082584, 151.39, 7.27, None, [[-1, -1, 84.42567, 27.66794, 5.11329], [1610612737, 200794, 57.25452, 19.49616, 0.0], [1610612737, 200757, 83.626, 45.56635, 0.0], [1610612737, 201168, 85.91884, 25.15627, 0.0], [1610612737, 203934, 85.743, 2.9075800000000003, 0.0], [1610612737, 203471, 97.80071, 23.05541, 0.0], [1610612765, 202704, 85.67097, 35.56781, 0.0], [1610612765, 202694, 93.38874, 28.20547, 0.0], [1610612765, 203484, 88.13832, 19.88941, 0.0], [1610612765, 203083, 88.02874, 28.06459, 0.0], [1610612765, 1626169, 76.66988, 21.05662, 0.0]]]"
134,96,497,"[1, 1445992085904, 148.06, 4.19, None, [[-1, -1, 77.4354, 18.85711, 3.96197], [1610612737, 200794, 76.63129, 18.10871, 0.0], [1610612737, 200757, 67.78961, 38.42049, 0.0], [1610612737, 201168, 81.02863, 34.13575, 0.0], [1610612737, 203934, 80.88088, 1.81094, 0.0], [1610612737, 203471, 88.11344, 16.59364, 0.0], [1610612765, 202704, 73.6424, 33.40536, 0.0], [1610612765, 202694, 86.30848, 21.29407, 0.0], [1610612765, 203484, 80.18611, 13.98574, 0.0], [1610612765, 203083, 85.87739, 27.69702, 0.0], [1610612765, 1626169, 73.74397, 18.33248, 0.0]]]"
134,96,526,"[1, 1445992087064, 146.9, 3.11, None, [[-1, -1, 87.74316, 24.54783, 10.40382], [1610612737, 200794, 85.56221, 23.43083, 0.0], [1610612737, 200757, 66.26048, 37.2493, 0.0], [1610612737, 201168, 85.05649, 31.3445, 0.0], [1610612737, 203934, 79.39454, 2.9505, 0.0], [1610612737, 203471, 89.05276, 16.17916, 0.0], [1610612765, 202704, 80.11818, 31.77424, 0.0], [1610612765, 202694, 86.56094, 21.46381, 0.0], [1610612765, 203484, 78.75996, 9.31949, 0.0], [1610612765, 203083, 86.37468, 26.50127, 0.0], [1610612765, 1626169, 82.38315, 20.2401, 0.0]]]"
134,96,529,"[1, 1445992087184, 146.78, 2.99, None, [[-1, -1, 88.04849, 24.89746, 10.78386], [1610612737, 200794, 86.2817, 23.50722, 0.0], [1610612737, 200757, 65.6863, 36.94425, 0.0], [1610612737, 201168, 85.16942, 30.87178, 0.0], [1610612737, 203934, 78.31633, 3.39528, 0.0], [1610612737, 203471, 88.98565, 16.39978, 0.0], [1610612765, 202704, 80.79357, 31.72421, 0.0], [1610612765, 202694, 86.76152, 21.65595, 0.0], [1610612765, 203484, 77.99673, 9.16416, 0.0], [1610612765, 203083, 86.20832, 26.43428, 0.0], [1610612765, 1626169, 83.14261, 20.33747, 0.0]]]"
134,96,575,"[1, 1445992089023, 144.93, 24.0, None, [[-1, -1, 80.47142, 24.32594, 9.17328], [1610612737, 200794, 85.58762, 25.9651, 0.0], [1610612737, 200757, 54.77533, 34.40888, 0.0], [1610612737, 201168, 84.03151, 28.74751, 0.0], [1610612737, 203934, 54.60396, 9.22856, 0.0], [1610612737, 203471, 81.3618, 20.05752, 0.0], [1610612765, 202704, 85.85012, 33.39093, 0.0], [1610612765, 202694, 88.79557, 22.06449, 0.0], [1610612765, 203484, 59.11071, 11.97852, 0.0], [1610612765, 203083, 83.46471, 26.64235, 0.0], [1610612765, 1626169, 81.64326, 21.92969, 0.0]]]"
134,96,580,"[1, 1445992089224, 144.73, 24.0, None, [[-1, -1, 80.31634, 22.91728, 8.66386], [1610612737, 200794, 84.6877, 25.283079999999998, 0.0], [1610612737, 200757, 53.72723, 33.95273, 0.0], [1610612737, 201168, 82.85287, 28.84547, 0.0], [1610612737, 203934, 52.00083, 9.91053, 0.0], [1610612737, 203471, 79.70176, 20.22606, 0.0], [1610612765, 202704, 85.27477, 33.75244, 0.0], [1610612765, 202694, 88.27276, 21.4934, 0.0], [1610612765, 203484, 58.41634, 12.735430000000001, 0.0], [1610612765, 203083, 82.62827, 26.94465, 0.0], [1610612765, 1626169, 79.4865, 22.67214, 0.0]]]"
134,96,617,"[1, 1445992090704, 143.25, 22.66, None, [[-1, -1, 66.75664, 21.25208, 1.44953], [1610612737, 200794, 74.20322, 14.02692, 0.0], [1610612737, 200757, 47.8056, 33.34001, 0.0], [1610612737, 201168, 72.92056, 29.83248, 0.0], [1610612737, 203934, 38.70878, 12.54563, 0.0], [1610612737, 203471, 69.01422, 21.28285, 0.0], [1610612765, 202704, 79.7335, 33.80759, 0.0], [1610612765, 202694, 82.21576, 18.2592, 0.0], [1610612765, 203484, 66.01432, 15.56731, 0.0], [1610612765, 203083, 81.46261, 26.37641, 0.0], [1610612765, 1626169, 70.49046, 24.2555, 0.0]]]"
134,96,653,"[1, 1445992092143, 141.81, 21.32, None, [[-1, -1, 54.44335, 22.71299, 4.68546], [1610612737, 200794, 79.5212, 2.85759, 0.0], [1610612737, 200757, 54.10347, 37.6107, 0.0], [1610612737, 201168, 75.45103, 26.08503, 0.0], [1610612737, 203934, 45.51812, 10.30917, 0.0], [1610612737, 203471, 55.79737, 22.36774, 0.0], [1610612765, 202704, 72.52709, 33.87429, 0.0], [1610612765, 202694, 80.69389, 14.50789, 0.0], [1610612765, 203484, 59.84218, 20.6356, 0.0], [1610612765, 203083, 82.38458, 25.64151, 0.0], [1610612765, 1626169, 70.53254, 17.31507, 0.0]]]"
134,96,704,"[1, 1445992094184, 139.76, 19.42, None, [[-1, -1, 52.55187, 18.62302, 3.42783], [1610612737, 200794, 86.95817, 4.33117, 0.0], [1610612737, 200757, 64.43449, 43.83151, 0.0], [1610612737, 201168, 80.86096, 17.45394, 0.0], [1610612737, 203934, 64.32562, 4.55828, 0.0], [1610612737, 203471, 53.73558, 19.26322, 0.0], [1610612765, 202704, 72.92723, 35.71444, 0.0], [1610612765, 202694, 84.65083, 11.55119, 0.0], [1610612765, 203484, 59.57979, 20.28782, 0.0], [1610612765, 203083, 82.35125, 20.8194, 0.0], [1610612765, 1626169, 72.30244, 10.50662, 0.0]]]"
134,96,707,"[1, 1445992094304, 139.64, 19.31, None, [[-1, -1, 53.1612, 18.6572, 2.67615], [1610612737, 200794, 86.80868, 4.7368500000000004, 0.0], [1610612737, 200757, 65.09104, 43.95081, 0.0], [1610612737, 201168, 80.6787, 17.09069, 0.0], [1610612737, 203934, 65.33113, 4.4332, 0.0], [1610612737, 203471, 53.39399, 19.2171, 0.0], [1610612765, 202704, 73.14719, 35.83264, 0.0], [1610612765, 202694, 84.91178, 11.50482, 0.0], [1610612765, 203484, 59.55789, 20.32425, 0.0], [1610612765, 203083, 82.52603, 20.75542, 0.0], [1610612765, 1626169, 72.67704, 10.27956, 0.0]]]"
134,96,723,"[1, 1445992094944, 139.0, 18.71, None, [[-1, -1, 53.27138, 18.55675, 3.81907], [1610612737, 200794, 86.41968, 6.90948, 0.0], [1610612737, 200757, 68.45854, 45.12694, 0.0], [1610612737, 201168, 77.20398, 16.77974, 0.0], [1610612737, 203934, 70.19722, 3.41031, 0.0], [1610612737, 203471, 52.46913, 19.11264, 0.0], [1610612765, 202704, 74.6177, 36.0648, 0.0], [1610612765, 202694, 85.6901, 11.82912, 0.0], [1610612765, 203484, 59.55074, 20.39731, 0.0], [1610612765, 203083, 82.29648, 20.31824, 0.0], [1610612765, 1626169, 75.07504, 8.64296, 0.0]]]"
134,96,766,"[1, 1445992096664, 137.28, 17.11, None, [[-1, -1, 51.24103, 18.76754, 3.75129], [1610612737, 200794, 85.58397, 11.88621, 0.0], [1610612737, 200757, 77.14981, 47.35487, 0.0], [1610612737, 201168, 63.27547, 21.13653, 0.0], [1610612737, 203934, 82.11734, 4.09959, 0.0], [1610612737, 203471, 52.31693, 19.03707, 0.0], [1610612765, 202704, 79.45595, 35.26838, 0.0], [1610612765, 202694, 84.035, 14.74238, 0.0], [1610612765, 203484, 55.25147, 19.830750000000002, 0.0], [1610612765, 203083, 74.8324, 19.57371, 0.0], [1610612765, 1626169, 82.26849, 5.81567, 0.0]]]"
134,96,767,"[1, 1445992096704, 137.24, 17.08, None, [[-1, -1, 51.24874, 18.67389, 3.75904], [1610612737, 200794, 85.68204, 11.91236, 0.0], [1610612737, 200757, 77.32952, 47.41256, 0.0], [1610612737, 201168, 63.00977, 21.19361, 0.0], [1610612737, 203934, 82.37802, 4.2894, 0.0], [1610612737, 203471, 52.34855, 18.98036, 0.0], [1610612765, 202704, 79.55455, 35.22214, 0.0], [1610612765, 202694, 84.0009, 14.81072, 0.0], [1610612765, 203484, 55.14442, 19.73523, 0.0], [1610612765, 203083, 74.73912, 19.61699, 0.0], [1610612765, 1626169, 82.46708, 5.84091, 0.0]]]"
